Source,Name,Blackbody Temperature (K),Luminosity (erg/s),Inner Radius (lg(cm)),Outer Radius (lg(cm)),Hden (cm-3)
SDSS,spec-57304-M31015N35M1_sp06-041.fits.gz_residual_highpass.txt,27000.0,27.0,7.0,8.0,9.0
SDSS,spec-58516-HD122805N202115M02_sp14-112.fits.gz_residual_highpass.txt,12000.0,33.0,12.0,16.0,9.0
SDSS,spec-58492-HD100153N235852M02_sp08-061.fits.gz_residual_highpass.txt,20000.0,22.0,7.0,15.0,15.0
SDSS,spec-56597-GAC069N36B1_sp02-158.fits.gz_residual_highpass.txt,18000.0,34.0,13.0,14.0,19.0
SDSS,spec-57749-HD091915N465637M01_sp13-039.fits.gz_residual_highpass.txt,12000.0,31.0,8.0,12.0,9.0
SDSS,spec-57721-HD085527N262435M02_sp12-134.fits.gz_residual_highpass.txt,28000.0,32.0,11.0,13.0,7.0
SDSS,spec-59203-EG021303N151647B01_sp11-020.fits.gz_residual_highpass.txt,16000.0,27.0,10.0,14.0,13.0
SDSS,spec-59169-GAC108N24M1_sp09-228.fits.gz_residual_highpass.txt,15000.0,22.0,10.0,15.0,13.0
SDSS,spec-58899-TD084656N120635K01_sp15-231.fits.gz_residual_highpass.txt,35000.0,29.0,9.0,11.0,9.0
SDSS,spec-57724-GAC061N50M1_sp15-114.fits.gz_residual_highpass.txt,36000.0,21.0,9.0,16.0,15.0
SDSS,spec-58869-TD104903N100928K01_sp06-113.fits.gz_residual_highpass.txt,34000.0,29.0,7.0,8.0,9.0
SDSS,spec-57688-HD002813N442340B01_sp08-156.fits.gz_residual_highpass.txt,15000.0,32.0,9.0,16.0,9.0
SDSS,spec-59145-GACII356N57M1_sp03-166.fits.gz_residual_highpass.txt,40000.0,27.0,7.0,9.0,15.0
SDSS,spec-56985-EG034015N073506M01_sp12-063.fits.gz_residual_highpass.txt,29000.0,32.0,9.0,12.0,9.0
SDSS,spec-57912-HD170353N344724V01_sp07-136.fits.gz_residual_highpass.txt,25000.0,28.0,7.0,10.0,9.0
SDSS,spec-57491-HD093959N532949B02_sp07-111.fits.gz_residual_highpass.txt,15000.0,23.0,10.0,13.0,11.0
SDSS,spec-56301-HD081044N520834M01_sp06-213.fits.gz_residual_highpass.txt,23000.0,29.0,11.0,16.0,19.0
SDSS,spec-58868-GAC096N02M1_sp13-237.fits.gz_residual_highpass.txt,39000.0,29.0,15.0,16.0,15.0
SDSS,spec-56986-GAC089N16B1_sp08-088.fits.gz_residual_highpass.txt,30000.0,25.0,9.0,10.0,11.0
SDSS,spec-57166-HD154844N180829M01_sp09-037.fits.gz_residual_highpass.txt,22000.0,25.0,9.0,12.0,19.0
SDSS,spec-58847-HD100510N522216M02_sp13-178.fits.gz_residual_highpass.txt,12000.0,29.0,9.0,10.0,13.0
SDSS,spec-57137-HD123847N391831B01_sp02-066.fits.gz_residual_highpass.txt,27000.0,22.0,6.0,10.0,7.0
SDSS,spec-58070-GACII112N68B1_sp05-115.fits.gz_residual_highpass.txt,15000.0,28.0,10.0,13.0,11.0
SDSS,spec-57387-HD132759N524444V01_sp06-239.fits.gz_residual_highpass.txt,24000.0,29.0,8.0,10.0,9.0
SDSS,spec-56361-GAC109N30B1_sp16-178.fits.gz_residual_highpass.txt,14000.0,32.0,12.0,13.0,11.0
SDSS,spec-56627-GAC101N22B2_sp13-057.fits.gz_residual_highpass.txt,12000.0,33.0,11.0,12.0,7.0
SDSS,spec-58133-HD104953N275826M02_sp12-245.fits.gz_residual_highpass.txt,27000.0,22.0,6.0,9.0,7.0
SDSS,spec-56620-M31016N43B1_sp03-078.fits.gz_residual_highpass.txt,27000.0,28.0,9.0,14.0,7.0
SDSS,spec-57035-GAC054N40B1_sp11-068.fits.gz_residual_highpass.txt,12000.0,31.0,10.0,13.0,11.0
SDSS,spec-56220-EG223221N023509M01_sp07-190.fits.gz_residual_highpass.txt,36000.0,21.0,7.0,10.0,7.0
SDSS,spec-57453-HD091212N035201M01_sp16-180.fits.gz_residual_highpass.txt,25000.0,27.0,6.0,11.0,9.0
SDSS,spec-57313-M31005N38M1_sp06-191.fits.gz_residual_highpass.txt,17000.0,23.0,8.0,13.0,13.0
SDSS,spec-58902-HD092329N074249B02_sp16-211.fits.gz_residual_highpass.txt,30000.0,32.0,10.0,15.0,9.0
SDSS,spec-57311-EG014125N052915M01_sp16-066.fits.gz_residual_highpass.txt,32000.0,29.0,10.0,12.0,7.0
SDSS,spec-59377-GACII285N19M1_sp05-175.fits.gz_residual_highpass.txt,37000.0,27.0,8.0,10.0,9.0
SDSS,spec-57665-HD213922N242940B01_sp11-180.fits.gz_residual_highpass.txt,25000.0,27.0,6.0,11.0,9.0
SDSS,spec-57717-HD084531N282643M02_sp03-007.fits.gz_residual_highpass.txt,13000.0,31.0,8.0,14.0,9.0
SDSS,spec-58605-GACII274N07M1_sp07-046.fits.gz_residual_highpass.txt,15000.0,20.0,9.0,16.0,7.0
SDSS,spec-57406-KP063626N271642V01_sp02-003.fits.gz_residual_highpass.txt,15000.0,20.0,9.0,16.0,9.0
SDSS,spec-58154-HD082012S005433B01_sp10-250.fits.gz_residual_highpass.txt,18000.0,34.0,13.0,14.0,19.0
SDSS,spec-58137-HD022353N335128B01_sp05-229.fits.gz_residual_highpass.txt,24000.0,29.0,7.0,13.0,9.0
SDSS,spec-57378-HD032738N493559V01_sp06-062.fits.gz_residual_highpass.txt,27000.0,22.0,6.0,7.0,7.0
SDSS,spec-56245-GAC102N32M1_sp05-087.fits.gz_residual_highpass.txt,31000.0,26.0,6.0,10.0,11.0
SDSS,spec-58485-GACII025N58M1_sp10-229.fits.gz_residual_highpass.txt,37000.0,27.0,14.0,15.0,17.0
SDSS,spec-58997-GACII277N17M1_sp02-189.fits.gz_residual_highpass.txt,12000.0,31.0,10.0,14.0,11.0
SDSS,spec-56443-HD182107N494331B01_sp03-169.fits.gz_residual_highpass.txt,15000.0,28.0,10.0,13.0,11.0
SDSS,spec-56561-M31023N33B1_sp05-139.fits.gz_residual_highpass.txt,26000.0,20.0,8.0,12.0,13.0
SDSS,spec-57790-HD104915N103242B02_sp07-149.fits.gz_residual_highpass.txt,35000.0,21.0,6.0,13.0,13.0
SDSS,spec-56266-GAC117N24V2_sp07-231.fits.gz_residual_highpass.txt,30000.0,32.0,10.0,15.0,9.0
SDSS,spec-55949-GAC_089N28_F1_sp01-221.fits.gz_residual_highpass.txt,21000.0,31.0,8.0,10.0,9.0
SDSS,spec-57092-HD084649N380231M01_sp12-161.fits.gz_residual_highpass.txt,13000.0,31.0,12.0,15.0,11.0
SDSS,spec-58108-KII065746N202759B01_sp07-106.fits.gz_residual_highpass.txt,29000.0,30.0,8.0,9.0,9.0
SDSS,spec-56232-M31007N36B2_sp02-147.fits.gz_residual_highpass.txt,34000.0,27.0,8.0,10.0,9.0
SDSS,spec-56632-GAC107N36M1_sp08-209.fits.gz_residual_highpass.txt,20000.0,22.0,7.0,15.0,15.0
SDSS,spec-58019-GACII034N39M1_sp13-091.fits.gz_residual_highpass.txt,34000.0,27.0,8.0,10.0,9.0
SDSS,spec-56255-GAC104N26B1_sp04-147.fits.gz_residual_highpass.txt,29000.0,26.0,8.0,14.0,7.0
SDSS,spec-58460-KII035310N171937B01_sp02-178.fits.gz_residual_highpass.txt,20000.0,22.0,6.0,11.0,15.0
LAMOST,spSpec-51789-0352-033.fit_residual_highpass.txt,12000.0,33.0,12.0,16.0,9.0
LAMOST,spSpec-53612-1915-032.fit_residual_highpass.txt,13000.0,29.0,7.0,12.0,9.0
LAMOST,spSpec-52976-1301-587.fit_residual_highpass.txt,16000.0,25.0,8.0,9.0,13.0
LAMOST,spSpec-52520-0728-171.fit_residual_highpass.txt,24000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-54592-2951-065.fit_residual_highpass.txt,18000.0,36.0,11.0,13.0,9.0
LAMOST,spSpec-52883-1496-493.fit_residual_highpass.txt,34000.0,29.0,9.0,10.0,9.0
LAMOST,spSpec-53535-2210-592.fit_residual_highpass.txt,20000.0,24.0,6.0,16.0,17.0
LAMOST,spSpec-54176-2402-409.fit_residual_highpass.txt,22000.0,27.0,6.0,9.0,9.0
LAMOST,spSpec-53401-2052-593.fit_residual_highpass.txt,32000.0,31.0,11.0,13.0,7.0
LAMOST,spSpec-52824-1335-531.fit_residual_highpass.txt,15000.0,24.0,9.0,10.0,9.0
LAMOST,spSpec-53846-1849-074.fit_residual_highpass.txt,36000.0,24.0,7.0,8.0,13.0
LAMOST,spSpec-54139-2582-185.fit_residual_highpass.txt,12000.0,25.0,7.0,16.0,13.0
LAMOST,spSpec-53141-1417-508.fit_residual_highpass.txt,15000.0,28.0,10.0,11.0,13.0
LAMOST,spSpec-53463-1981-066.fit_residual_highpass.txt,15000.0,22.0,10.0,12.0,7.0
LAMOST,spSpec-51929-0473-098.fit_residual_highpass.txt,15000.0,30.0,13.0,14.0,7.0
LAMOST,spSpec-53763-2384-007.fit_residual_highpass.txt,29000.0,28.0,12.0,13.0,9.0
LAMOST,spSpec-54498-2858-239.fit_residual_highpass.txt,26000.0,27.0,7.0,9.0,9.0
LAMOST,spSpec-52282-0770-358.fit_residual_highpass.txt,15000.0,25.0,10.0,12.0,9.0
LAMOST,spSpec-51693-0346-263.fit_residual_highpass.txt,16000.0,21.0,6.0,7.0,13.0
LAMOST,spSpec-52404-0918-301.fit_residual_highpass.txt,15000.0,22.0,11.0,12.0,11.0
LAMOST,spSpec-53682-2264-352.fit_residual_highpass.txt,15000.0,29.0,13.0,14.0,9.0
LAMOST,spSpec-53712-2301-544.fit_residual_highpass.txt,15000.0,25.0,10.0,16.0,11.0
LAMOST,spSpec-52672-1202-030.fit_residual_highpass.txt,27000.0,22.0,6.0,9.0,7.0
LAMOST,spSpec-53437-0614-251.fit_residual_highpass.txt,15000.0,20.0,9.0,11.0,9.0
LAMOST,spSpec-54544-2459-521.fit_residual_highpass.txt,15000.0,21.0,9.0,12.0,11.0
LAMOST,spSpec-53729-2070-320.fit_residual_highpass.txt,36000.0,23.0,6.0,8.0,9.0
LAMOST,spSpec-52468-0729-363.fit_residual_highpass.txt,12000.0,28.0,9.0,11.0,11.0
LAMOST,spSpec-54177-2594-026.fit_residual_highpass.txt,15000.0,24.0,9.0,10.0,9.0
LAMOST,spSpec-53466-2034-215.fit_residual_highpass.txt,15000.0,28.0,10.0,14.0,11.0
LAMOST,spSpec-52221-0732-589.fit_residual_highpass.txt,25000.0,20.0,8.0,10.0,13.0
LAMOST,spSpec-52824-1409-339.fit_residual_highpass.txt,12000.0,33.0,12.0,16.0,9.0
LAMOST,spSpec-53793-2357-486.fit_residual_highpass.txt,13000.0,26.0,10.0,15.0,13.0
LAMOST,spSpec-53494-1837-283.fit_residual_highpass.txt,23000.0,35.0,10.0,16.0,9.0
LAMOST,spSpec-51873-0445-089.fit_residual_highpass.txt,32000.0,31.0,11.0,13.0,7.0
LAMOST,spSpec-53770-2375-636.fit_residual_highpass.txt,23000.0,32.0,14.0,15.0,13.0
LAMOST,spSpec-53852-1722-210.fit_residual_highpass.txt,15000.0,31.0,14.0,16.0,11.0
LAMOST,spSpec-54495-2647-200.fit_residual_highpass.txt,15000.0,31.0,12.0,13.0,11.0
LAMOST,spSpec-52282-0518-285.fit_residual_highpass.txt,29000.0,34.0,15.0,16.0,15.0
LAMOST,spSpec-53177-1572-400.fit_residual_highpass.txt,15000.0,22.0,9.0,13.0,9.0
LAMOST,spSpec-53358-1931-487.fit_residual_highpass.txt,15000.0,22.0,10.0,15.0,13.0
LAMOST,spSpec-53772-2351-234.fit_residual_highpass.txt,15000.0,26.0,12.0,15.0,5.0
LAMOST,spSpec-53261-1909-601.fit_residual_highpass.txt,27000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-52409-0919-620.fit_residual_highpass.txt,27000.0,30.0,8.0,10.0,9.0
LAMOST,spSpec-51820-0407-592.fit_residual_highpass.txt,28000.0,32.0,9.0,10.0,9.0
LAMOST,spSpec-51795-0389-112.fit_residual_highpass.txt,16000.0,25.0,8.0,9.0,13.0
LAMOST,spSpec-52232-0754-034.fit_residual_highpass.txt,15000.0,26.0,13.0,15.0,11.0
LAMOST,spSpec-54085-2575-318.fit_residual_highpass.txt,15000.0,26.0,11.0,14.0,9.0
LAMOST,spSpec-53705-2287-535.fit_residual_highpass.txt,15000.0,21.0,9.0,12.0,11.0
LAMOST,spSpec-52823-1355-054.fit_residual_highpass.txt,19000.0,35.0,10.0,13.0,9.0
LAMOST,spSpec-53699-2288-635.fit_residual_highpass.txt,15000.0,32.0,9.0,16.0,9.0
LAMOST,spSpec-52201-0674-524.fit_residual_highpass.txt,15000.0,25.0,10.0,16.0,11.0
LAMOST,spSpec-51900-0278-242.fit_residual_highpass.txt,13000.0,31.0,12.0,15.0,11.0
LAMOST,spSpec-51663-0307-090.fit_residual_highpass.txt,27000.0,31.0,9.0,10.0,9.0
LAMOST,spSpec-53858-1776-576.fit_residual_highpass.txt,26000.0,28.0,7.0,8.0,9.0
LAMOST,spSpec-52253-0758-570.fit_residual_highpass.txt,15000.0,33.0,15.0,16.0,7.0
LAMOST,spSpec-52976-1301-624.fit_residual_highpass.txt,12000.0,32.0,10.0,13.0,13.0
LAMOST,spSpec-53063-1366-231.fit_residual_highpass.txt,12000.0,32.0,10.0,13.0,13.0
LAMOST,spSpec-53711-2269-258.fit_residual_highpass.txt,14000.0,24.0,9.0,13.0,17.0
LAMOST,spSpec-53315-1922-172.fit_residual_highpass.txt,15000.0,30.0,13.0,14.0,7.0
LAMOST,spSpec-54084-2406-343.fit_residual_highpass.txt,16000.0,31.0,12.0,14.0,11.0
LAMOST,spSpec-52516-1054-142.fit_residual_highpass.txt,18000.0,33.0,9.0,10.0,9.0
LAMOST,spSpec-53793-2205-247.fit_residual_highpass.txt,15000.0,22.0,10.0,15.0,13.0
LAMOST,spSpec-53467-2110-480.fit_residual_highpass.txt,21000.0,37.0,15.0,16.0,19.0
LAMOST,spSpec-51690-0306-020.fit_residual_highpass.txt,19000.0,34.0,9.0,14.0,11.0
LAMOST,spSpec-53826-2359-105.fit_residual_highpass.txt,24000.0,29.0,7.0,9.0,9.0
LAMOST,spSpec-53730-2334-600.fit_residual_highpass.txt,15000.0,25.0,10.0,16.0,11.0
LAMOST,spSpec-54479-2603-474.fit_residual_highpass.txt,27000.0,25.0,9.0,10.0,19.0
LAMOST,spSpec-52786-1328-618.fit_residual_highpass.txt,12000.0,33.0,12.0,16.0,9.0
LAMOST,spSpec-52943-1584-042.fit_residual_highpass.txt,15000.0,32.0,9.0,16.0,9.0
LAMOST,spSpec-51993-0542-329.fit_residual_highpass.txt,21000.0,31.0,8.0,15.0,9.0
LAMOST,spSpec-51909-0462-142.fit_residual_highpass.txt,28000.0,30.0,10.0,13.0,7.0
LAMOST,spSpec-53557-2171-007.fit_residual_highpass.txt,28000.0,32.0,9.0,12.0,9.0
LAMOST,spSpec-54612-2922-406.fit_residual_highpass.txt,35000.0,23.0,6.0,7.0,9.0
LAMOST,spSpec-54234-2663-583.fit_residual_highpass.txt,25000.0,28.0,7.0,10.0,9.0
LAMOST,spSpec-51910-0465-226.fit_residual_highpass.txt,26000.0,20.0,8.0,12.0,13.0
LAMOST,spSpec-52266-0570-512.fit_residual_highpass.txt,16000.0,27.0,10.0,11.0,11.0
LAMOST,spSpec-53789-2212-201.fit_residual_highpass.txt,15000.0,20.0,8.0,9.0,11.0
LAMOST,spSpec-51997-0367-564.fit_residual_highpass.txt,15000.0,20.0,8.0,9.0,11.0
LAMOST,spSpec-54453-2857-085.fit_residual_highpass.txt,18000.0,34.0,13.0,14.0,19.0
LAMOST,spSpec-52410-0977-402.fit_residual_highpass.txt,15000.0,22.0,10.0,15.0,13.0
LAMOST,spSpec-53875-2170-276.fit_residual_highpass.txt,20000.0,29.0,9.0,14.0,7.0
LAMOST,spSpec-52974-1271-088.fit_residual_highpass.txt,17000.0,21.0,13.0,14.0,11.0
LAMOST,spSpec-52312-0526-102.fit_residual_highpass.txt,30000.0,32.0,10.0,15.0,9.0
LAMOST,spSpec-53269-1916-424.fit_residual_highpass.txt,21000.0,37.0,15.0,16.0,9.0
LAMOST,spSpec-53358-1750-015.fit_residual_highpass.txt,15000.0,25.0,11.0,14.0,7.0
LAMOST,spSpec-52178-0662-541.fit_residual_highpass.txt,15000.0,36.0,15.0,16.0,7.0
LAMOST,spSpec-53709-2302-157.fit_residual_highpass.txt,12000.0,31.0,8.0,12.0,9.0
LAMOST,spSpec-54271-2793-450.fit_residual_highpass.txt,32000.0,31.0,11.0,13.0,7.0
LAMOST,spSpec-51637-0306-004.fit_residual_highpass.txt,35000.0,25.0,7.0,9.0,9.0
LAMOST,spSpec-53430-2072-060.fit_residual_highpass.txt,25000.0,39.0,12.0,16.0,9.0
LAMOST,spSpec-54562-1834-417.fit_residual_highpass.txt,18000.0,33.0,9.0,10.0,9.0
LAMOST,spSpec-52374-0884-139.fit_residual_highpass.txt,14000.0,24.0,7.0,10.0,13.0
LAMOST,spSpec-54567-2517-581.fit_residual_highpass.txt,25000.0,31.0,13.0,15.0,13.0
LAMOST,spSpec-52674-1191-007.fit_residual_highpass.txt,24000.0,31.0,9.0,13.0,9.0
LAMOST,spSpec-51693-0344-315.fit_residual_highpass.txt,13000.0,31.0,12.0,15.0,11.0
LAMOST,spSpec-54525-2956-373.fit_residual_highpass.txt,27000.0,30.0,9.0,10.0,9.0
LAMOST,spSpec-52523-0987-026.fit_residual_highpass.txt,25000.0,23.0,8.0,13.0,21.0
LAMOST,spSpec-51692-0343-198.fit_residual_highpass.txt,27000.0,25.0,9.0,13.0,11.0
LAMOST,spSpec-52703-1165-372.fit_residual_highpass.txt,15000.0,26.0,12.0,16.0,9.0
LAMOST,spSpec-52762-1325-303.fit_residual_highpass.txt,25000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-53886-1823-092.fit_residual_highpass.txt,26000.0,25.0,6.0,7.0,9.0
LAMOST,spSpec-52733-1196-026.fit_residual_highpass.txt,15000.0,26.0,11.0,16.0,9.0
LAMOST,spSpec-54537-2959-046.fit_residual_highpass.txt,15000.0,36.0,15.0,16.0,7.0
LAMOST,spSpec-53467-2103-028.fit_residual_highpass.txt,25000.0,30.0,13.0,14.0,13.0
LAMOST,spSpec-52286-0571-471.fit_residual_highpass.txt,34000.0,29.0,9.0,10.0,9.0
LAMOST,spSpec-51989-0513-070.fit_residual_highpass.txt,15000.0,31.0,14.0,16.0,11.0
LAMOST,spSpec-53389-1939-121.fit_residual_highpass.txt,12000.0,38.0,15.0,16.0,7.0
LAMOST,spSpec-52072-0602-264.fit_residual_highpass.txt,16000.0,33.0,13.0,16.0,11.0
LAMOST,spSpec-52707-1039-069.fit_residual_highpass.txt,19000.0,25.0,7.0,16.0,15.0
LAMOST,spSpec-53713-2334-581.fit_residual_highpass.txt,25000.0,30.0,13.0,14.0,13.0
LAMOST,spSpec-54498-2886-504.fit_residual_highpass.txt,18000.0,23.0,7.0,12.0,13.0
LAMOST,spSpec-52413-0976-623.fit_residual_highpass.txt,25000.0,29.0,9.0,14.0,13.0
LAMOST,spSpec-53240-1918-347.fit_residual_highpass.txt,15000.0,31.0,14.0,16.0,11.0
LAMOST,spSpec-54498-2886-479.fit_residual_highpass.txt,27000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-51877-0439-582.fit_residual_highpass.txt,17000.0,33.0,12.0,16.0,11.0
LAMOST,spSpec-54169-2382-502.fit_residual_highpass.txt,19000.0,35.0,10.0,14.0,9.0
LAMOST,spSpec-53317-1926-544.fit_residual_highpass.txt,18000.0,33.0,9.0,10.0,9.0
LAMOST,spSpec-51671-0348-103.fit_residual_highpass.txt,15000.0,29.0,13.0,14.0,9.0
LAMOST,spSpec-53240-1889-524.fit_residual_highpass.txt,15000.0,26.0,13.0,15.0,11.0
LAMOST,spSpec-52368-0607-448.fit_residual_highpass.txt,32000.0,29.0,10.0,12.0,7.0
LAMOST,spSpec-52147-0662-384.fit_residual_highpass.txt,15000.0,23.0,10.0,13.0,11.0
LAMOST,spSpec-52885-1415-095.fit_residual_highpass.txt,15000.0,21.0,9.0,10.0,9.0
LAMOST,spSpec-52017-0543-065.fit_residual_highpass.txt,12000.0,29.0,9.0,10.0,13.0
LAMOST,spSpec-52000-0335-085.fit_residual_highpass.txt,30000.0,29.0,10.0,16.0,21.0
LAMOST,spSpec-51792-0380-575.fit_residual_highpass.txt,14000.0,35.0,12.0,13.0,15.0
LAMOST,spSpec-53741-2071-137.fit_residual_highpass.txt,32000.0,29.0,10.0,12.0,7.0
LAMOST,spSpec-53084-1380-360.fit_residual_highpass.txt,24000.0,31.0,9.0,13.0,9.0
LAMOST,spSpec-52636-0999-055.fit_residual_highpass.txt,18000.0,22.0,8.0,11.0,13.0
LAMOST,spSpec-52147-0662-552.fit_residual_highpass.txt,27000.0,23.0,10.0,15.0,11.0
LAMOST,spSpec-52247-0766-517.fit_residual_highpass.txt,25000.0,20.0,8.0,10.0,13.0
LAMOST,spSpec-51694-0352-026.fit_residual_highpass.txt,37000.0,27.0,14.0,15.0,17.0
LAMOST,spSpec-51955-0472-302.fit_residual_highpass.txt,15000.0,21.0,8.0,9.0,11.0
LAMOST,spSpec-53084-1758-213.fit_residual_highpass.txt,28000.0,30.0,8.0,10.0,9.0
LAMOST,spSpec-51883-0444-619.fit_residual_highpass.txt,15000.0,22.0,10.0,14.0,9.0
LAMOST,spSpec-53735-2343-493.fit_residual_highpass.txt,13000.0,26.0,10.0,15.0,13.0
LAMOST,spSpec-52641-0901-235.fit_residual_highpass.txt,34000.0,25.0,12.0,15.0,7.0
LAMOST,spSpec-52238-0746-614.fit_residual_highpass.txt,12000.0,38.0,15.0,16.0,7.0
LAMOST,spSpec-52522-1057-613.fit_residual_highpass.txt,35000.0,34.0,8.0,9.0,5.0
LAMOST,spSpec-52381-0904-147.fit_residual_highpass.txt,15000.0,28.0,13.0,14.0,9.0
LAMOST,spSpec-52342-0527-323.fit_residual_highpass.txt,32000.0,26.0,6.0,11.0,11.0
LAMOST,spSpec-53090-1780-431.fit_residual_highpass.txt,29000.0,31.0,11.0,14.0,5.0
LAMOST,spSpec-52319-0776-381.fit_residual_highpass.txt,18000.0,35.0,10.0,11.0,9.0
LAMOST,spSpec-53436-2035-419.fit_residual_highpass.txt,26000.0,25.0,9.0,15.0,19.0
LAMOST,spSpec-53875-2170-588.fit_residual_highpass.txt,18000.0,34.0,13.0,14.0,19.0
LAMOST,spSpec-51877-0439-624.fit_residual_highpass.txt,15000.0,30.0,14.0,16.0,9.0
LAMOST,spSpec-51663-0307-631.fit_residual_highpass.txt,30000.0,29.0,10.0,16.0,21.0
LAMOST,spSpec-52442-0984-533.fit_residual_highpass.txt,23000.0,33.0,9.0,14.0,9.0
LAMOST,spSpec-51818-0358-318.fit_residual_highpass.txt,19000.0,30.0,8.0,13.0,9.0
LAMOST,spSpec-51780-0351-003.fit_residual_highpass.txt,32000.0,29.0,10.0,12.0,7.0
LAMOST,spSpec-53350-2080-594.fit_residual_highpass.txt,24000.0,27.0,7.0,9.0,9.0
LAMOST,spSpec-54626-2934-544.fit_residual_highpass.txt,12000.0,31.0,8.0,12.0,9.0
LAMOST,spSpec-52466-0982-477.fit_residual_highpass.txt,20000.0,22.0,7.0,15.0,15.0
LAMOST,spSpec-52426-0973-097.fit_residual_highpass.txt,15000.0,20.0,8.0,10.0,9.0
LAMOST,spSpec-53799-2222-010.fit_residual_highpass.txt,28000.0,32.0,11.0,13.0,7.0
LAMOST,spSpec-53358-2082-344.fit_residual_highpass.txt,25000.0,28.0,7.0,8.0,9.0
LAMOST,spSpec-52518-0687-109.fit_residual_highpass.txt,12000.0,26.0,6.0,7.0,9.0
LAMOST,spSpec-52614-0944-397.fit_residual_highpass.txt,15000.0,20.0,8.0,14.0,9.0
LAMOST,spSpec-51965-0475-066.fit_residual_highpass.txt,23000.0,32.0,14.0,15.0,13.0
LAMOST,spSpec-53327-1869-188.fit_residual_highpass.txt,20000.0,22.0,6.0,11.0,15.0
LAMOST,spSpec-52759-1172-212.fit_residual_highpass.txt,15000.0,33.0,15.0,16.0,7.0
LAMOST,spSpec-52531-1085-175.fit_residual_highpass.txt,35000.0,21.0,6.0,13.0,13.0
LAMOST,spSpec-52674-1191-055.fit_residual_highpass.txt,34000.0,29.0,9.0,10.0,9.0
LAMOST,spSpec-52176-0636-331.fit_residual_highpass.txt,19000.0,22.0,9.0,10.0,13.0
LAMOST,spSpec-52325-0862-333.fit_residual_highpass.txt,15000.0,24.0,9.0,10.0,9.0
LAMOST,spSpec-52224-0734-030.fit_residual_highpass.txt,20000.0,31.0,12.0,16.0,13.0
LAMOST,spSpec-54138-2587-297.fit_residual_highpass.txt,20000.0,22.0,7.0,15.0,15.0
LAMOST,spSpec-52253-0557-412.fit_residual_highpass.txt,29000.0,34.0,12.0,13.0,7.0
LAMOST,spSpec-54176-2467-061.fit_residual_highpass.txt,29000.0,32.0,14.0,16.0,9.0
LAMOST,spSpec-53172-1567-578.fit_residual_highpass.txt,15000.0,22.0,10.0,12.0,7.0
LAMOST,spSpec-52145-0635-539.fit_residual_highpass.txt,15000.0,31.0,11.0,16.0,11.0
LAMOST,spSpec-51694-0338-382.fit_residual_highpass.txt,19000.0,36.0,13.0,16.0,11.0
LAMOST,spSpec-52203-0716-299.fit_residual_highpass.txt,12000.0,31.0,10.0,13.0,11.0
LAMOST,spSpec-52872-1402-445.fit_residual_highpass.txt,33000.0,28.0,7.0,11.0,11.0
LAMOST,spSpec-52238-0764-589.fit_residual_highpass.txt,27000.0,24.0,7.0,12.0,7.0
LAMOST,spSpec-54585-2533-156.fit_residual_highpass.txt,15000.0,26.0,12.0,15.0,5.0
LAMOST,spSpec-53768-2372-473.fit_residual_highpass.txt,15000.0,23.0,10.0,13.0,11.0
LAMOST,spSpec-52178-0662-384.fit_residual_highpass.txt,15000.0,22.0,10.0,12.0,7.0
LAMOST,spSpec-52426-0847-046.fit_residual_highpass.txt,24000.0,29.0,7.0,13.0,9.0
LAMOST,spSpec-52261-0690-568.fit_residual_highpass.txt,23000.0,20.0,8.0,15.0,13.0
LAMOST,spSpec-52000-0364-610.fit_residual_highpass.txt,15000.0,23.0,11.0,16.0,5.0
LAMOST,spSpec-53173-1682-582.fit_residual_highpass.txt,15000.0,24.0,9.0,10.0,9.0
LAMOST,spSpec-53321-1913-544.fit_residual_highpass.txt,25000.0,28.0,7.0,10.0,9.0
LAMOST,spSpec-52176-0636-599.fit_residual_highpass.txt,19000.0,27.0,11.0,15.0,13.0
LAMOST,spSpec-54465-1787-052.fit_residual_highpass.txt,35000.0,25.0,11.0,13.0,15.0
LAMOST,spSpec-53820-2155-163.fit_residual_highpass.txt,18000.0,34.0,13.0,14.0,19.0
LAMOST,spSpec-52145-0635-387.fit_residual_highpass.txt,25000.0,25.0,6.0,9.0,9.0
LAMOST,spSpec-53886-1823-411.fit_residual_highpass.txt,27000.0,26.0,8.0,10.0,7.0
LAMOST,spSpec-51871-0403-423.fit_residual_highpass.txt,13000.0,31.0,8.0,14.0,9.0
LAMOST,spSpec-52439-0849-419.fit_residual_highpass.txt,29000.0,33.0,12.0,14.0,5.0
LAMOST,spSpec-52519-0735-170.fit_residual_highpass.txt,21000.0,27.0,6.0,13.0,9.0
LAMOST,spSpec-53687-2285-030.fit_residual_highpass.txt,15000.0,20.0,8.0,10.0,9.0
LAMOST,spSpec-53088-1324-230.fit_residual_highpass.txt,22000.0,29.0,7.0,8.0,9.0
LAMOST,spSpec-53534-1852-153.fit_residual_highpass.txt,13000.0,31.0,12.0,15.0,11.0
LAMOST,spSpec-53376-2069-158.fit_residual_highpass.txt,32000.0,31.0,11.0,15.0,7.0
